attempt,candidate_id,reason
79,cand_131d34f35de2,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE
88,cand_4972e3eefeaa,tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_SPARE
89,cand_ada5a5947f2b,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_SPARE
97,cand_4179c90042b2,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE
98,cand_ce9096e5fcdc,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH2_SPARE
99,cand_4614f241d8a5,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_SPARE
107,cand_3ac24b417aae,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_SPARE
108,cand_656c511f1948,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_SPARE
109,cand_345f8f9d99fa,tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE
117,cand_1ee909375608,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_SPARE
118,cand_84c64c8948d4,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
119,cand_521de32def30,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_SPARE
127,cand_7e5db49db4a2,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_SPARE
128,cand_1acd8604f382,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH3_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_SPARE
129,cand_2909b3eb76de,tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
137,cand_5a717a22be77,tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_SPARE
138,cand_f9a47201134e,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH4_SPARE
139,cand_22e7e685a84e,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE
147,cand_724231445664,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
148,cand_fe476c6af4ee,tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE
149,cand_7ae3818b1e6c,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE
157,cand_d69c395107b5,tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
158,cand_5f03f307b51b,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH4_SPARE
